user,text
U0887F68Q8P,"One example I thought about is octopus; it does not have a highly efficient swimming technique, but they evolved other techniques like camouflage. Some other animals may have high oxygen delivery systems."
U088FCMFG9L,"I feel like another consideration for tuna especially is their behavior as hunters. This requires them to have significant muscle mass and a high fast twitch fiber to low twitch fiber ratio, which are optimal for fast, powerful bursts of swimming. "
U06DFEQBJRF,"AME4 solution password is “fit”. Should you need a few more days, please just let me know."
U088QGKHJ20,Our discussion today about small particles and looking forward to MP5 made me think about videos like the one I have attached here that became very popular during the pandemic. 
U0887F33HTR,"(Discussion) We mainly talked about it in the context of aquatic environment, but I was curious how size/inertia of organisms also affects life in the air. For example, flight of small creatures like insects is radically different from larger birds—instead of gliding, these small organisms need to constantly flap their wings. Why is this the case, and how is this similar/different to life at low Re in water?"
U088N1B170S,"I think this is similar in concept to water in the respect that although bugs do not have to worry about falling to the earth and dying like birds, they cannot produce forward velocity as easily. like you hinted at, this may be because smaller organisms will inherently have lower inertias and need to continually produce force to move. because of this, they need to flap their wings many times faster than birds to allow them to move at speeds that allow them to escape much larger predators."
U088QGKHJ20,"The way I'm thinking about it is that insects and other small creatures need to constantly flap their wings because their small size means they experience higher drag and lower inertia, making it harder for them to glide or coast like birds may. And then considering low Reynolds numbers in water, where small organisms also experience greater drag relative to their inertia they must exert more force to move through a more viscous fluid. However in the lower viscosity compared to water would mean flight dynamics are probably influenced by different factors like turbulence or pressure."
U088N1B170S,"After today’s lecture, I was curious how bacteria or other small lifeforms may be able to take advantage of turbulence created by other larger organisms/environments similar to fish. This seems rather complicated for simple organisms, but may there be some sensory mechanism in which bacteria would not only be able to sense currents, but adjust their motion accordingly?"
U088FCMFG9L,"After our lecture today, I was wondering how lung size could impact the distance that respiratory droplets could travel? Could someone's physical activity level (which would impact lung capacity/aerobic capabilities) play into this?"
U088N1D569Y,"We talked about how dry warm climates like the desert can cause more evaporation, leading to droplets traveling further - however this made me think about how "
U088N1DJDS6,"I think the size and speed do play a role in how these respiratory particles interact wit different surfaces, but it is within the surfaces themselves that dictate how and what happens to these particles when they are introduced to the surface. Hydrophilic surfaces like shirt fabric can absorb and adhere these droplets, while hydrophobic surfaces like plastic or metal can allow the droplets to spread out and potentially re-release smaller aerosol particles if disturbed. Other than that, these high-velocity sneezes could also lead to higher chances of fragmentation upon surface contact, creating smaller particles that remain airborne longer afterward."
U088FCLC7PG,"(Discussion) In class today, we discussed how the motion of droplets is governed by factors such as drag, gravity, size, and velocity, with small droplets remaining suspended for a longer period of time. How do you think external airflow, such as ventilation systems or outdoor wind alter the settling patterns of such particles? For example, how would air currents in a well-ventilated indoor space compare to the stagnant air in an enclosed area?"
U088N1DJDS6,"(Discussion) In the TED talk video, there was an organism that propelled itself via a grappling mechanism, and I was just super fascinated by that adaptation. What makes this unique mode of transportation better than something like the corkscrew movement of a sperm or the beating flagella of other microscopic organisms, particularly when considering environments dominated by viscous forces and negligible inertia? What environmental conditions might favor grappling more than swimming in these low Reynolds numbers?"
U0887F6V4UX,"Discussion: In class today, we learned different movement mechanisms of very small organisms. For example, a sperm moving like a corkscrew was pretty interesting to me since not a lot of people know this. I wonder if there are examples of other organisms that move the same way as a sperm cell does?"
U0887F6V4UX,"This is a very interesting question. I'm not sure what the answer is to this, but I would assume there is not much affect to the distance respiratory droplets travel. Whether it is an objectively fit athlete or a baby, I think the distance of let's say a sneeze molecule would be pretty similar."
U0887F68Q8P,"Discussion: If we want to generate the model related to extremely small organisms and conduct computational research on them. What should be considered during the data collection part? Usually, we might use secondary data other's conducted, but what kind of data is better fit for us to select? If there's no relevant data, could prediction or modeling to 'make up' data be a potential way?"
U089ARFS08G,"That's actually a great question and from my knowledge, you would need objective data about their environment such as the temperature, pH levels, their prey/predator, and depending on how small the organism is, you'd need biological details on a molecular level. Some examples is its protein structure, genomic sequences, and potentially its metabolic pathway.

If you are unsure what type of data to use, you can use a simulation as it would be a better fit than secondary data. Lastly, if there is no relevant data, predictions or modeling can be used make up data potentially. However, you obviously are limited in the research you want to conduct."
U0887F33HTR,"(Discussion Reply) Grappling can be more energy effective than flagellar or swimming motions when the organism is extremely small (having too little inertia to carry any movement) or the fluid environment is so viscous that movement through it requires too much energy. Additionally, some organisms require greater stability and control if they may be hunting prey or need to stay in certain areas, and the grappling mechanisms can provide this. In comparison, flagella-based movement offers less stability and the organism is more subject to the movement of the fluid. It also goes without mentioning that for grappling to be useful, the environment must have some surfaces or substrates for the organism to adhere to—this wouldn't be very useful in empty and open fluid environments."
U088FCLP61L,In class we mentioned that a species 
U089ARDGJFJ,"After yesterday’s lecture I was wondering how confounding factors like nostril size, mouth size, and height might affect how far particles may travel from a sneeze or a cough? I am also wondering if particles can travel a significant distance during conversation"
U06DFEQBJRF,"Hi All, Please signup for the wing experiments!"
U088QGJBE0L,After some research I found that some 
U088QGJBE0L,In class we discussed factors that would cause respiratory droplets to move farther. I wonder if particular diseases cause specific types of respiratory droplets to form purposefully to aid in infection of more hosts? Or rather if it is entirely based on the size of the invader? 
U088FCLP61L,I think this is a really interesting idea and would also wonder if different languages result in more dispersion of particles compared to others. I doubt that it would be significant difference but would be interesting to see how that affects the differences in particle movement based on how much a language requires vocal changes or pronunciations that would result in more expulsion of particles. I feel mouth size would be less important compared to a fake of mouth openness which could be related to mouth size. In my opinion it would make sense that a larger mouth expels more air because of a greater area. Taller people probably have a great chance of spreading particles from a physics standpoint that would cause the particles to have a greater starting point resulting in a faster final velocity 
U0887F68Q8P,"That is a good question. There are several reasons why the flu season is in winter. Initially, viruses can survive longer periods in cold weather. So even though it might minimize the distance of traveling, bacterias still choose to spread in winter."
U088FCMFG9L,"I think that evolutionarily, diseases over time would move towards having features that optimize infectivity, as this allows the responsible agent to survive and spread. With that in mind, I think that some diseases would cause types of respiratory droplets to form by means of their intrinsic properties to enhance infectivity."
U088N1B170S,"(Discussion) If anyone is interested or has any recommendations, here is what my experiment looks like as of now:
"
U088QGKHJ20,"(Discussion) For anyone who may be interested, here is a short description of what I have in mind for a project investigating Karman gaiting:
"
U088FCLC7PG,"(Discussion) For anyone who may want to join Sam and I on our research project, here is a brief introduction of what we might want to look at!                                                              Some dogs are bred to sprint, others are born to strut - but how do their knees (stifle joints) handle the swing of things? Locomotion of domestic canines is highly variable between breeds due to size differences, limb proportions, and musculoskeletal structure. Differences such as these influence key gait components, including joint kinematics such as flexion and extension angles. The stifle joint, which is analogous to the human knee, is critical to canine limb movement specifically during the swing phase of gait. It works to reposition the limb for the next steps! Understanding how stifle flexion varies between breeds may provide insight into how skeletal and muscular adaptations shape functional movement. Our experiment aims to investigate how peak stifle knee flexion angle during the swing phase differs between dog breeds at a controlled walking speed. In analyzing breeds with contrasting morphologies, we aim to explore the influence of limb structure on joint kinematics on some of our favorite vertebrates!"
U088FCMFG9L,(Discussion) Our group was thinking about studying scale and how it can create tradeoffs in terms of flow separation and movement in fluids. We are hoping to find a model organism / group of organisms that we can model in 3-D and test in the flow device used in MP4.
U088N1D569Y,For anyone interested my current project idea 
U0890MX5R33,My Idea For a Final project is to study the deffiernce between avian and mammalian flight
U0890MX5R33,"My Idea For a Final project is to study the deffiernce between avian and mammalian flight -

To Study this I was thinking of using MP4 as a baseline but comparing an avian species(Bird) To a mammalian Flyer(Bat)"
U06DFEQBJRF,"Hi All,"
U06DFEQBJRF,Here’s the sheet listing the potential projects we discussed. I see a lot of great discussion above. Have a look and add a potential subject if you’d like!
U088FCLC7PG,Dog walking link: 
U088N1D569Y,When working on the MP our team 
U06DFEQBJRF,"Could you tell me exactly what the error is? If it’s a file format error, just use the image stack."
U06DFEQBJRF,"Attaching all the files could work. BTW, I only need the data that the code in the Rmd uses, i.e., not the videos/images."
U088FCLC7PG,"I’m currently struggling to save my files from MTrackJ as “.txt” files. This is greatly altering my code, as the information from each track is not displayed in a tabular format with the correct variables. Does anyone have any insight on how to fix this?"
U0887F33HTR,I am having trouble with this too
U088FCLC7PG,"I ended up figuring it out!!! After you track on the video, click the measure feature on MtrackJ. In the top left, click “File” and then “Save As”. Then you can save that table as a .txt and the data should structure properly in your code."
U0887F68Q8P,"To save the MtrackJ as Txt files you basically just correct the file type as Txt. After you use the code it should turn out to be the file type of simple ""Document."" The problem with the track being in the tabular format make sure you delete all spaces between each line and also the head and end. Make sure the document starts with ""Point1"" as the first character."
U0887F33HTR,"It worked, thank you so much!"
U088N1D569Y,"Resolved issue, converted to images "
U0887F33HTR,"What exactly is ""mean maximum pelvic tilt angle""? I wrote code to calculate the pelvic tilt angle at each frame (PID), but I do not exactly understand what I am supposed to calculate from this. Do we need to write code to compute each local maxima (of pelvic tilt angle) in the data set and get a mean from this, or should I just be manually doing it? If we need to write code for it, I have been unable to figure out how to compute local maxima in R."
U0887F33HTR,"Hey, are there supposed to be parentheses around this middle force-length factor portion of the model equation? "
U088N1B170S,"we had the same issue and solved it the same way, based on step 2 below I’d guess this is just an error"
U0887F33HTR,"Perfect, I just think it was just an error too"
U0887F68Q8P,"(Discussion question) For MP3, How do differences in stiffness and strengthen between longitudinal and circumferential loading of the pig intestine relate to its physiological function in digestion?"
U06DFEQBJRF,Sorry!! Did see this! Goal is to assess the effects of second moment on flexural stiffness and viscosity on E
U06DFEQBJRF,"Hi All,  Please sign up for wing printing here:"
